,ID,First_Policy,Education,Salary,Area,Children,CMV,Claims,Motor,Household,Health,Life,Work_Compensations,Abandoned,Education_Class,Higher_Education,Years_Education,Customer_Years,Annual_Profit,Total_Premiums,Salary_Invested,Motor_Share,Household_Share,Health_Share,Life_Share,Work_Share,Incoherent
5881,5901,1984,High School,3304.0,4,1,319.73,0.49,261.16,108.35,164.81,57.79,82.57,0,2,0,12,32.0,9.9915625,674.6799999999998,1.7016747376916865,38.70872117151836,16.059465227959922,24.427876919428478,8.565542182960813,12.23839449813245,0
5882,5902,1993,BSc/MSc,2278.0,4,1,-7.22,0.97,480.98,79.45,86.35,0.0,21.78,1,3,1,16,23.0,-0.3139130434782609,668.5600000000001,2.4457126134035705,71.94268278090223,11.883750149575206,12.91581907383032,0.0,3.2577479956922337,0
5883,5903,1994,BSc/MSc,3174.0,1,0,4.45,0.97,249.27,352.85,153.25,67.68,38.23,0,3,1,16,22.0,0.20227272727272727,861.28,2.2612896450325564,28.941807542262683,40.968093999628465,17.793284413895595,7.858071707226455,4.43874233698681,0
5884,5904,1974,BSc/MSc,636.0,1,1,387.07,0.6,96.02,570.1,104.91,178.59,75.46,0,3,1,16,42.0,9.21595238095238,1025.08,13.431341719077567,9.367073789362781,55.61517149880986,10.234323174776604,17.422054864010615,7.361376673040152,0
5885,5905,1987,BSc/MSc,1587.0,1,1,46.35,0.92,187.37,382.85,206.04,71.79,44.23,0,3,1,16,29.0,1.5982758620689657,892.28,4.685360218441504,20.99901376249608,42.906935042811675,23.09140628502264,8.045680728022594,4.956964181647017,0
5886,5906,1991,BSc/MSc,1416.0,2,1,-103.11,1.14,375.07,0.0,184.7,37.34,0.0,1,3,1,16,25.0,-4.1244,597.11,3.5140654425612055,62.814221835172745,0.0,30.932324027398632,6.253454137428614,0.0,0
5887,5907,1988,BSc/MSc,2048.0,3,1,-15.33,0.99,249.38,160.6,248.49,36.34,26.67,0,3,1,16,28.0,-0.5475,721.48,2.935709635416667,34.56506070854355,22.259799301435937,34.44170316571492,5.036868658867883,3.6965681654377116,0
5888,5908,1978,BSc/MSc,3364.0,4,1,133.47,0.78,416.3,137.8,130.47,22.67,0.0,1,3,1,16,38.0,3.5123684210526314,707.24,1.7519817677368215,58.862620892483456,19.484192070584243,18.447768791357955,3.2054182455743456,0.0,0
5889,5909,1986,BSc/MSc,2742.0,1,1,97.79,0.82,380.85,113.9,180.7,10.78,8.89,0,3,1,16,30.0,3.259666666666667,695.12,2.1125699003160707,54.78910116238923,16.385660029922892,25.995511566348256,1.5508113706985844,1.2789158706410404,0
5890,5910,1981,BSc/MSc,3455.0,4,0,-9.22,0.98,315.06,158.35,237.6,15.78,5.89,0,3,1,16,35.0,-0.26342857142857146,732.68,1.7671972986010611,43.00103728776546,21.61243653436698,32.42889119397282,2.1537369656603156,0.8038980182344271,0
5891,5911,1981,BSc/MSc,3344.0,1,1,351.85,0.39,401.41,19.45,153.25,24.56,14.78,0,3,1,16,35.0,10.052857142857144,613.4499999999999,1.528733054226475,65.43483576493603,3.1705925503301007,24.98166109707393,4.0035862743499875,2.4093243133099684,0
5892,5912,1985,High School,3909.0,4,0,-175.03,1.26,274.94,13.9,145.25,82.46,67.57,0,2,0,12,31.0,-5.646129032258065,584.1199999999999,1.2452460134731813,47.06909539135795,2.379648017530645,24.866465794699725,14.11696226802712,11.56782852838458,0
5893,5913,1994,BSc/MSc,2911.0,3,1,58.9,0.87,411.19,49.45,141.47,4.78,29.67,0,3,1,16,22.0,2.6772727272727272,636.56,1.8222832932554678,64.59563905994722,7.768317204976752,22.224142264672615,0.7509111474173684,4.66099032298605,0
5894,5914,1987,High School,354.0,1,1,360.86,0.46,115.02,170.6,136.36,190.37,100.24,0,2,0,12,29.0,12.44344827586207,712.59,16.774717514124294,16.14111901654528,23.94083554358046,19.13582845675634,26.715221936878148,14.066995046239771,0
5895,5915,1976,BSc/MSc,1804.0,3,1,540.98,0.15,487.09,70.0,98.24,0.0,8.89,0,3,1,16,40.0,13.5245,664.2199999999999,3.068274205469327,73.33263075487038,10.538676944385898,14.790280328806721,0.0,1.3384119719370091,0
5896,5916,1994,High School,3372.0,2,0,280.28,0.58,202.37,162.8,264.16,50.01,52.9,0,2,0,12,22.0,12.739999999999998,732.24,1.8096085409252667,27.637113514694633,22.233147601879168,36.07560362722605,6.829727958046542,7.2244072981536105,0
5897,5917,1988,High School,3720.0,2,1,-25.0,1.0,71.57,456.2,71.79,154.03,185.37,0,2,0,12,28.0,-0.8928571428571429,938.9599999999999,2.1034050179211468,7.6222629291982615,48.58566925108631,7.645693107267617,16.404319672829516,19.742055039618304,0
5898,5918,1976,Basic,2342.0,4,0,546.76,0.27,340.73,222.25,122.58,43.23,52.01,0,1,0,9,40.0,13.669,780.8000000000001,2.77825220609166,43.638575819672134,28.464395491803273,15.699282786885243,5.536629098360655,6.661116803278688,0
5899,5919,1985,High School,2609.0,1,1,359.21,0.33,239.38,0.0,165.03,13.78,167.03,1,2,0,12,31.0,11.587419354838708,585.2199999999999,1.8692347003960645,40.90427531526606,0.0,28.199651413143776,2.3546700386179555,28.54140323297222,0
5900,5920,1976,High School,2628.0,1,1,177.7,0.75,299.5,255.6,159.03,52.9,31.45,0,2,0,12,40.0,4.4425,798.48,2.531963470319635,37.50876665664763,32.01082055906221,19.916591523895402,6.6250876665664755,3.9387335938282737,0
5901,5921,1990,High School,2207.0,4,1,-15.11,0.99,316.06,94.45,234.49,9.89,19.78,0,2,0,12,26.0,-0.5811538461538461,674.67,2.547462618939737,46.84660648909838,13.99943676167608,34.75625120429247,1.4659018483110262,2.9318036966220524,0
5902,5922,1974,Basic,3583.0,4,1,194.03,0.74,204.15,320.05,146.36,79.46,101.02,0,1,0,9,42.0,4.619761904761905,851.0400000000001,1.9793469159921855,23.988296672306824,37.60692799398383,17.19778153788306,9.336811430720058,11.870182365106222,0
5903,5923,1996,BSc/MSc,603.0,4,1,72.24,0.89,155.14,358.95,189.48,122.69,57.9,0,3,1,16,20.0,3.6119999999999997,884.16,12.218905472636814,17.546597900832428,40.5978555917481,21.430510314875136,13.876447701773435,6.548588490770902,0
5904,5924,1989,High School,3293.0,4,1,-115.35,1.11,271.05,310.05,175.81,9.89,90.35,0,2,0,12,27.0,-4.272222222222222,857.1500000000001,2.169121368559571,31.622236481362652,36.17219856501195,20.51099574170215,1.153823718135682,10.540745493787549,0
5905,5925,1976,BSc/MSc,2502.0,2,1,490.88,0.14,508.43,14.45,60.9,9.89,2.89,0,3,1,16,40.0,12.272,596.56,1.9869437783106847,85.2269679495776,2.422220732197935,10.208528899021054,1.6578382727638463,0.48444414643958705,0
5906,5926,1992,BSc/MSc,2028.0,4,1,160.26,0.71,218.93,53.35,273.05,30.34,64.01,0,3,1,16,24.0,6.677499999999999,639.6800000000001,2.6285338593030905,34.22492496248124,8.340107553776887,42.6854052026013,4.7429964982491235,10.006565782891446,0
5907,5927,1997,High School,1880.0,3,1,-25.0,1.0,316.17,315.05,149.36,12.67,59.68,0,2,0,12,19.0,-1.3157894736842106,852.93,3.7807180851063826,37.068692624248186,36.937380558779736,17.511401873541793,1.4854677406117738,6.99705720281852,0
5908,5928,1979,High School,2541.0,1,1,-14.11,0.98,460.31,113.9,101.13,5.89,5.0,0,2,0,12,37.0,-0.38135135135135134,686.23,2.250524727797455,67.07809335062588,16.597933637410197,14.737041516692653,0.8583128105737143,0.7286186846975504,0
5909,5929,1985,BSc/MSc,1234.0,1,1,386.31,0.32,340.51,57.8,176.59,20.67,7.67,0,3,1,16,31.0,12.461612903225806,603.2399999999999,4.073743922204214,56.446853656919316,9.581592732577416,29.27358928453021,3.4264969166500903,1.2714674093229894,0
5910,5930,1981,Basic,1224.0,2,0,166.48,0.89,33.34,1393.6,101.24,158.14,16.56,0,1,0,9,35.0,4.756571428571428,1702.8799999999997,11.593681917211326,1.9578596260452885,81.83782768016538,5.945222211782393,9.286620313821292,0.972470168185662,0
5911,5931,1983,High School,1441.0,3,1,-19.11,0.99,264.05,23.9,299.39,8.89,5.89,0,2,0,12,33.0,-0.5790909090909091,602.1199999999999,3.4820726347443895,43.85338470736731,3.9693084434996346,49.722646648508615,1.4764498771009105,0.9782103235235503,0
5912,5932,1990,High School,1961.0,4,1,-68.89,1.07,293.61,43.35,163.81,14.67,87.24,0,2,0,12,26.0,-2.6496153846153847,602.6800000000001,2.56110827808941,48.717395632839974,7.192871839118603,27.180261498639407,2.434127563549479,14.475343465852522,0
5913,5933,1977,BSc/MSc,1923.0,1,1,334.08,0.46,298.5,106.7,178.7,63.79,17.67,0,3,1,16,39.0,8.566153846153846,665.3599999999999,2.8833420003466803,44.86293134543706,16.03643140555489,26.85764097631358,9.587291090537455,2.6557051821570288,0
5914,5934,1974,High School,3881.0,4,0,560.1,0.45,275.72,585.1,75.57,78.57,51.12,0,2,0,12,42.0,13.335714285714285,1066.08,2.2891007472300955,25.862974636049827,54.88331082095152,7.0885862224223315,7.369990995047276,4.7951373255290415,0
5915,5935,1977,High School,4524.0,1,1,-26.89,1.0,343.73,13.35,195.37,37.34,1.89,0,2,0,12,39.0,-0.6894871794871795,591.6800000000001,1.0898909519599176,58.09390210924824,2.256287182260681,33.01953758788534,6.310843699296917,0.3194294213088155,0
5916,5936,1975,High School,2291.0,4,1,471.43,0.19,491.87,14.45,93.35,4.0,5.89,0,2,0,12,41.0,11.498292682926829,609.56,2.2172268296231628,80.69263075004922,2.3705623728591116,15.314325086947964,0.6562110374696504,0.96627075267406,0
5917,5937,1988,BSc/MSc,708.0,4,1,36.45,0.9,453.53,59.45,118.8,2.0,10.89,0,3,1,16,28.0,1.3017857142857143,644.67,7.587923728813559,70.35072207486,9.221772379667117,18.42803294708921,0.31023624490049173,1.6892363534831776,0
5918,5938,1978,BSc/MSc,1167.0,3,1,292.95,0.67,211.93,476.2,180.7,30.56,75.46,0,3,1,16,38.0,7.709210526315789,974.8499999999999,6.9612253641816615,21.73975483407704,48.8485408011489,18.53618505411089,3.134841257629379,7.7406780530338,0
5919,5939,1988,BSc/MSc,3036.0,4,0,200.6,0.68,225.6,148.35,288.5,7.78,26.45,0,3,1,16,28.0,7.164285714285714,696.6800000000001,1.9122749231444884,32.382155365447545,21.293850835390707,41.41069070448412,1.1167250387552392,3.796578055922374,0
5920,5940,1986,BSc/MSc,2481.0,4,1,-54.66,1.05,511.32,0.0,65.9,6.89,0.0,1,3,1,16,30.0,-1.8219999999999998,584.11,1.961944108558377,87.5383061409666,0.0,11.282121518207187,1.1795723408262142,0.0,0
5921,5941,1981,BSc/MSc,1009.0,1,1,458.63,0.39,245.6,222.25,269.94,32.45,16.67,0,3,1,16,35.0,13.103714285714286,786.91,6.499091509745622,31.21068483053971,28.243382343597105,34.30379585975525,4.123724441168622,2.1184125249393198,0
5922,5942,1986,Basic,847.0,3,1,93.35,0.85,71.79,201.7,114.8,83.35,293.72,0,1,0,9,30.0,3.1116666666666664,765.36,7.530106257378985,9.379899655064285,26.353611372426045,14.999477370126476,10.890299989547401,38.37671161283579,0
5923,5943,1981,High School,4288.0,4,0,459.54,0.56,189.59,627.9,136.47,8.89,134.47,0,2,0,12,35.0,13.129714285714286,1097.32,2.132540422885572,17.27754893741115,57.22122990558817,12.436663871979004,0.8101556519520288,12.254401633069662,0
5924,5944,1985,BSc/MSc,3243.0,1,1,479.44,0.45,282.72,396.2,122.8,87.46,20.78,0,3,1,16,31.0,15.465806451612902,909.96,2.3382670366944187,31.069497560332326,43.540375401116535,13.495098685656512,9.611411490614971,2.2836168622796604,0
5925,5945,1991,High School,785.0,4,1,92.69,0.89,240.6,544.55,60.01,87.46,122.91,0,2,0,12,25.0,3.7076,1055.53,11.2052016985138,22.79423607097856,51.59019639422849,5.6852955387340955,8.285884816158706,11.644387179900145,0
5926,5946,1978,High School,1986.0,4,1,496.2,0.45,62.9,427.85,239.49,118.69,93.35,0,2,0,12,38.0,13.057894736842105,942.2800000000001,3.953843571668345,6.675298212845437,45.40582417115932,25.41601222566541,12.596043638833464,9.90682175149637,0
5927,5947,1982,High School,870.0,2,1,-13.33,0.98,393.74,78.35,172.92,5.78,5.89,0,2,0,12,34.0,-0.3920588235294118,656.68,6.290038314176245,59.95918864591583,11.931229822744715,26.33246025461412,0.8801851739050984,0.8969361028202474,0
5928,5948,1985,BSc/MSc,4035.0,4,0,236.71,0.67,261.27,211.7,243.6,50.01,21.78,0,3,1,16,31.0,7.635806451612903,788.3599999999999,1.6281701776125566,33.14095083464407,26.85321426759349,30.899589020244562,6.343548632604394,2.7626972449134914,0
5929,5949,1992,BSc/MSc,2726.0,1,1,-54.34,1.05,329.95,23.9,190.37,29.34,34.56,0,3,1,16,24.0,-2.2641666666666667,608.1200000000001,1.8590119833700174,54.25738341116884,3.9301453660461743,31.30467670854436,4.824705650200618,5.683088864039991,0
5930,5950,1975,BSc/MSc,2430.0,3,0,-16.22,0.99,383.96,113.9,172.92,23.56,8.78,0,3,1,16,41.0,-0.39560975609756094,703.1199999999999,2.411248285322359,54.60803276823303,16.199226305609287,24.593241551939926,3.3507793833200594,1.2487199908977131,0
5931,5951,1990,BSc/MSc,2255.0,4,0,251.38,0.65,326.95,265.6,196.26,10.78,0.0,0,3,1,16,26.0,9.668461538461539,799.5899999999999,2.9548780487804875,40.88970597431184,33.217023724658894,24.5450793531685,1.3481909478607788,0.0,0
5932,5952,1985,High School,2869.0,4,0,556.44,0.49,244.27,672.9,122.69,74.68,16.78,0,2,0,12,31.0,17.949677419354842,1131.32,3.286046241431393,21.591592122476403,59.47919244776014,10.844853799101935,6.6011384930877215,1.4832231375738076,0
5933,5953,1982,High School,862.0,2,1,175.03,0.73,142.36,182.25,358.18,17.78,36.23,0,2,0,12,34.0,5.147941176470589,736.8,7.122969837587006,19.3213897937025,24.735342019543978,48.61292073832791,2.41313789359392,4.917209554831705,0
5934,5954,1992,BSc/MSc,2648.0,1,1,615.45,0.39,212.04,579.55,105.91,60.9,92.24,0,3,1,16,24.0,25.64375,1050.6399999999999,3.3063947633434037,20.1819843143227,55.16161577705018,10.080522348282953,5.796466915403945,8.779410644940228,0
5935,5955,1977,BSc/MSc,2505.0,4,1,-1.33,0.97,449.75,99.45,113.8,23.67,6.89,0,3,1,16,39.0,-0.034102564102564105,693.56,2.3072521623419826,64.8465886152604,14.339062229655692,16.408097352788513,3.412826575927101,0.9934252263683028,0
5936,5956,1983,BSc/MSc,3831.0,3,0,713.14,0.23,221.82,481.2,166.81,54.01,35.12,0,3,1,16,33.0,21.61030303030303,958.9599999999999,2.085965370225354,23.131308917994495,50.17936097438892,17.39488612663719,5.632143155084676,3.6623008258947194,0
5937,5957,1976,Basic,2663.0,4,1,-35.0,1.02,512.32,53.35,34.34,13.67,0.0,1,1,0,9,40.0,-0.875,613.6800000000001,1.9203905369883594,83.48324859861818,8.693455872767565,5.595750228131926,2.2275453004823356,0.0,0
5938,5958,1994,BSc/MSc,3690.0,1,0,293.62,0.52,355.4,88.9,202.15,0.0,18.78,1,3,1,16,22.0,13.346363636363636,665.2299999999999,1.5023261065943991,53.425131157644735,13.363798986816592,30.3879861100672,0.0,2.8230837454714917,0
5939,5959,1986,High School,834.0,4,1,226.06,0.65,139.36,170.6,218.04,103.02,80.46,0,2,0,12,30.0,7.535333333333333,711.48,7.109112709832134,19.58733906785855,23.978186315848653,30.64597739922415,14.479676167987856,11.308821049080787,0
5940,5960,1991,High School,1994.0,4,1,13.46,0.94,352.29,58.35,209.15,2.0,17.89,0,2,0,12,25.0,0.5384,639.6800000000001,2.6733533935138754,55.07284892446223,9.121748374187092,32.69603551775887,0.312656328164082,2.7967108554277136,0
5941,5961,1984,BSc/MSc,1751.0,4,0,-278.91,1.49,245.38,0.0,185.59,48.12,113.91,1,3,1,16,32.0,-8.7159375,593.0,2.822196839901009,41.379426644182125,0.0,31.296795952782464,8.114671163575043,19.20910623946037,0
5942,5962,1985,BSc/MSc,3827.0,3,0,400.75,0.44,273.83,201.15,231.71,5.0,44.23,0,3,1,16,31.0,12.92741935483871,755.9200000000001,1.646023865516941,36.22473277595512,26.60995872579109,30.652714572970684,0.6614456556249337,5.851148269658164,0
5943,5963,1988,High School,1062.0,3,1,185.6,0.72,314.95,210.6,173.81,11.78,30.34,0,2,0,12,28.0,6.628571428571428,741.4799999999999,5.818267419962334,42.47585909262556,28.402654151157147,23.44095592598587,1.5887144629659602,4.091816367265469,0
5944,5964,1984,High School,2721.0,1,0,203.51,0.7,116.69,248.95,275.83,121.8,0.0,1,2,0,12,32.0,6.3596875,763.27,2.3375903466862673,15.288168013940021,32.616243269092195,36.137932841589475,15.957655875378308,0.0,0
5945,5965,1997,BSc/MSc,2076.0,1,1,259.72,0.63,247.49,212.25,252.16,37.23,18.56,0,3,1,16,19.0,13.669473684210528,767.6899999999999,3.0816072575465636,32.23827326134247,27.64787870103818,32.846591723221614,4.849613776394118,2.417642538003621,0
5946,5966,1996,PhD,3902.0,4,0,353.52,0.43,379.74,98.9,168.81,7.0,5.78,0,4,1,20,20.0,17.676,660.23,1.4100247736203657,57.51632007027854,14.979628311346046,25.568362540326856,1.0602365842206503,0.8754524938279085,0
5947,5967,1979,Basic,838.0,4,1,74.24,0.91,72.79,604.0,193.37,116.8,99.24,0,1,0,9,37.0,2.0064864864864864,1086.1999999999998,10.80151153540175,6.7013441355183225,55.606702264776295,17.80243049162217,10.75308414656601,9.136438961517216,0
5948,5968,1981,BSc/MSc,2924.0,4,1,130.81,0.77,399.41,132.25,106.13,35.34,11.78,0,3,1,16,35.0,3.7374285714285715,684.9100000000001,1.9519778841769266,58.31569111270094,19.309106305938002,15.495466557649909,5.159802017783358,1.7199340059277857,0
5949,5969,1985,BSc/MSc,2289.0,3,1,452.1,0.22,411.19,43.35,106.91,22.56,27.56,0,3,1,16,31.0,14.583870967741936,611.5699999999999,2.226481724188146,67.23514887911442,7.088313684451494,17.48123681671763,3.688866360351227,4.506434259365241,0
5950,5970,1976,BSc/MSc,2503.0,1,1,327.51,0.5,330.84,131.7,158.14,21.67,65.9,0,3,1,16,40.0,8.18775,708.2499999999999,2.3580037288587024,46.71231909636428,18.595128838686907,22.328273914578187,3.0596540769502303,9.304624073420404,0
5951,5971,1983,BSc/MSc,1819.0,1,1,122.26,0.77,271.05,57.8,210.93,64.79,24.67,0,3,1,16,33.0,3.704848484848485,629.2399999999999,2.8827194429173533,43.07577394952642,9.185684317589473,33.52139088424131,10.296548216896577,3.9206026317462346,0
5952,5972,1988,BSc/MSc,1499.0,4,1,-24.0,1.0,394.63,5.0,139.25,27.56,31.56,0,3,1,16,28.0,-0.8571428571428571,597.9999999999999,3.3244385145652653,65.99163879598663,0.8361204013377928,23.28595317725753,4.608695652173914,5.277591973244148,0
5953,5973,1988,High School,2234.0,1,1,241.94,0.64,266.94,219.5,165.81,44.12,39.23,0,2,0,12,28.0,8.640714285714285,735.6,2.7439570277529097,36.288743882544864,29.83958673191952,22.54078303425775,5.997824904839586,5.333061446438281,0
5954,5974,1992,High School,1734.0,1,1,267.29,0.48,317.95,0.0,71.79,99.24,99.13,1,2,0,12,24.0,11.137083333333335,588.11,2.826364859669358,54.06301542228494,0.0,12.20690006971485,16.874394245974393,16.85569026202581,0
5955,5975,1998,BSc/MSc,3504.0,4,1,-23.0,1.0,382.74,157.25,119.69,17.56,19.56,0,3,1,16,18.0,-1.2777777777777777,696.8,1.6571537290715372,54.92824339839266,22.567451205510906,17.177095292766936,2.5200918484500576,2.807118254879449,0
5956,5976,1993,BSc/MSc,2317.0,1,1,5.35,0.94,334.84,0.0,175.81,74.68,25.67,1,3,1,16,23.0,0.2326086956521739,610.9999999999999,2.197525535894116,54.80196399345336,0.0,28.774140752864163,12.222585924713588,4.201309328968905,0
5957,5977,1992,High School,2555.0,2,1,15.68,0.93,493.87,53.35,46.12,12.67,19.67,0,2,0,12,24.0,0.6533333333333333,625.68,2.0407045009784732,78.9333205472446,8.526722925457102,7.371180155990283,2.0249968034778165,3.143779567830201,0
5958,5978,1974,Basic,2940.0,1,0,17.12,0.95,276.83,266.15,206.15,16.67,42.12,0,1,0,9,42.0,0.40761904761904766,807.92,2.2900226757369615,34.2645311416972,32.942618080998116,25.516140211902172,2.0633231012971582,5.213387464105357,0
5959,5979,1983,High School,2319.0,1,1,-31.78,1.01,244.38,170.6,266.94,6.78,4.78,0,2,0,12,33.0,-0.963030303030303,693.48,2.4920224234583874,35.239660840975944,24.600565265040085,38.49281882678664,0.97767779892715,0.6892772682701737,0
5960,5980,1991,BSc/MSc,1961.0,1,1,327.07,0.39,396.74,0.0,168.81,24.67,6.78,1,3,1,16,25.0,13.082799999999999,596.9999999999999,2.5369709331973476,66.45561139028477,0.0,28.276381909547744,4.132328308207707,1.1356783919597992,0
5961,5981,1979,High School,1555.0,4,1,208.49,0.73,233.49,333.95,116.91,74.57,95.24,0,2,0,12,37.0,5.634864864864865,854.1600000000001,4.5774919614147915,27.335627985389156,39.09689051231619,13.687131216633885,8.730214479722767,11.150135805937996,0
5962,5982,1981,Basic,1028.0,1,1,-169.36,1.1,72.79,1128.0,147.36,129.58,14.78,0,1,0,9,35.0,-4.838857142857143,1492.51,12.098816472114137,4.877019249452266,75.57738306611012,9.87330068140247,8.682018880945522,0.9902781220896342,0
5963,5983,1994,Basic,2542.0,4,1,-49.65,1.04,405.3,0.0,138.47,31.45,9.0,1,1,0,9,22.0,-2.256818181818182,584.22,1.9152242328874902,69.3745506829619,0.0,23.701687720379308,5.383246037451644,1.5405155592071478,0
5964,5984,1986,BSc/MSc,2745.0,3,0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,16,30.0,-0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5965,5985,1986,BSc/MSc,3180.0,4,1,180.37,0.75,167.92,251.7,324.95,36.34,37.45,0,3,1,16,30.0,6.012333333333333,818.36,2.1445492662473793,20.519086954396595,30.756635221662837,39.707463707903614,4.440588494061293,4.5762256219756585,0
5966,5986,1989,BSc/MSc,746.0,1,1,590.33,0.2,362.07,236.7,104.91,16.56,53.01,0,3,1,16,27.0,21.864074074074075,773.2499999999999,8.637734584450401,46.82444228903977,30.61105722599418,13.567410281280312,2.1416100872938895,6.855480116391853,0
5967,5987,1994,BSc/MSc,2384.0,3,1,-55.0,1.05,506.43,0.0,64.68,0.0,0.0,1,3,1,16,22.0,-2.5,571.11,1.9963296979865774,88.67468613752166,0.0,11.325313862478332,0.0,0.0,0
5968,5988,1976,High School,780.0,1,0,-93.02,1.09,127.69,216.7,145.25,154.25,130.47,0,2,0,12,40.0,-2.3255,774.36,8.273076923076923,16.48974637119686,27.98440002066222,18.75742548685366,19.91967560307867,16.848752518208585,0
5969,5989,1984,High School,3340.0,2,0,27.03,0.91,176.7,0.0,217.04,141.25,48.12,1,2,0,12,32.0,0.8446875,583.11,1.454865269461078,30.303030303030297,0.0,37.22110750973229,24.223559877210132,8.252302310027266,0
5970,5990,1991,BSc/MSc,3973.0,3,0,27.12,0.93,196.26,166.7,302.28,32.45,19.67,0,3,1,16,25.0,1.0848,717.36,1.5046564309086332,27.358648377383737,23.237983718077395,42.13783874205419,4.523530723764916,2.7419984387197505,0
